Count,Name,Sex,Age,Height,Weight,Team,Games,Season,Event,Medal,BMI
26568,Kazuo Tomita,M,21,166,62,Japan,1960 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Bronze,22
26569,Hideaki Tomiyama,M,26,160,57,Japan,1984 Summer,Summer,"Wrestling Men's Bantamweight, Freestyle",Gold,22
26570,Kiyoshi Tomizawa,M,24,170,65,Japan,1968 Summer,Summer,Football Men's Football,Bronze,22
26571,James Bruce Tomkins,M,26,199,98,Australia,1992 Summer,Summer,Rowing Men's Coxless Fours,Gold,25
26572,James Bruce Tomkins,M,30,199,98,Australia,1996 Summer,Summer,Rowing Men's Coxless Fours,Gold,25
26573,James Bruce Tomkins,M,35,199,98,Australia,2000 Summer,Summer,Rowing Men's Coxless Pairs,Bronze,25
26574,James Bruce Tomkins,M,38,199,98,Australia,2004 Summer,Summer,Rowing Men's Coxless Pairs,Gold,25
26575,Vasile Tomoiag,M,20,197,97,Romania,1984 Summer,Summer,Rowing Men's Coxed Pairs,Silver,25
26576,Vasile Tomoiag,M,24,197,97,Romania,1988 Summer,Summer,Rowing Men's Coxed Fours,Silver,25
26577,Tmriin Artag,M,25,168,82,Mongolia,1968 Summer,Summer,"Wrestling Men's Welterweight, Freestyle",Bronze,29
26578,Aleksandar Tomov Lazarov,M,23,191,109,Bulgaria,1972 Summer,Summer,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,30
26579,Aleksandar Tomov Lazarov,M,27,191,109,Bulgaria,1976 Summer,Summer,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,30
26580,Aleksandar Tomov Lazarov,M,31,191,109,Bulgaria,1980 Summer,Summer,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,30
26581,"Ronald Paul ""Ron"" Tomsic",M,23,180,82,United States,1956 Summer,Summer,Basketball Men's Basketball,Gold,25
26582,Priit Tomson,M,25,192,86,Soviet Union,1968 Summer,Summer,Basketball Men's Basketball,Bronze,23
26583,Toncho Dimitrov Tonchev,M,23,170,61,Bulgaria,1996 Summer,Summer,Boxing Men's Lightweight,Silver,21
26584,Juris Tone,M,26,184,90,Soviet Union-2,1988 Winter,Winter,Bobsleigh Men's Four,Bronze,27
26585,Emma Kate Tonegato,F,21,165,63,Australia,2016 Summer,Summer,Rugby Sevens Women's Rugby Sevens,Gold,23
26586,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,23,181,66,Australia,1980 Summer,Summer,Swimming Men's 4 x 100 metres Medley Relay,Gold,20
26587,Tong Fei,M,23,166,61,China,1984 Summer,Summer,Gymnastics Men's Team All-Around,Silver,22
26588,Tong Fei,M,23,166,61,China,1984 Summer,Summer,Gymnastics Men's Horizontal Bar,Silver,22
26589,Tong Jian,M,30,179,75,China-2,2010 Winter,Winter,Figure Skating Mixed Pairs,Silver,23
26590,Ross Stuart Tong,M,23,184,89,New Zealand,1984 Summer,Summer,Rowing Men's Coxed Fours,Bronze,26
26591,Tong Wen,F,25,180,130,China,2008 Summer,Summer,Judo Women's Heavyweight,Gold,40
26592,Tong Wen,F,29,180,130,China,2012 Summer,Summer,Judo Women's Heavyweight,Bronze,40
26593,"Antonio ""Toni"" Velamazn Tejedor",M,23,182,72,Spain,2000 Summer,Summer,Football Men's Football,Silver,22
26594,Tnu Tniste,M,21,182,76,Soviet Union,1988 Summer,Summer,Sailing Men's Two Person Dinghy,Silver,23
26595,Tnu Tniste,M,25,182,76,Estonia,1992 Summer,Summer,Sailing Men's Two Person Dinghy,Bronze,23
26596,Toomas Tniste,M,21,182,76,Soviet Union,1988 Summer,Summer,Sailing Men's Two Person Dinghy,Silver,23
26597,Toomas Tniste,M,25,182,76,Estonia,1992 Summer,Summer,Sailing Men's Two Person Dinghy,Bronze,23
26598,Marija Tonkovi (-Pavievi),F,20,180,66,Yugoslavia,1980 Summer,Summer,Basketball Women's Basketball,Bronze,20
26599,Jean-Paul Tony Helissey,M,26,177,77,France,2016 Summer,Summer,"Fencing Men's Foil, Team",Silver,25
26600,"William Anthony ""Bill"" Toomey",M,29,187,87,United States,1968 Summer,Summer,Athletics Men's Decathlon,Gold,25
26601,Michael Toon,M,25,168,55,Australia,2004 Summer,Summer,Rowing Men's Coxed Eights,Bronze,19
26602,"Hendrik Adriaan ""Rik"" Toonen",M,22,195,89,Netherlands,1976 Summer,Summer,Water Polo Men's Water Polo,Bronze,23
26603,"Frederic Delmont ""Fred"" Tootell",M,21,187,98,United States,1924 Summer,Summer,Athletics Men's Hammer Throw,Gold,28
26604,Liane Marianne Tooth,F,26,159,55,Australia,1988 Summer,Summer,Hockey Women's Hockey,Gold,22
26605,Liane Marianne Tooth,F,34,159,55,Australia,1996 Summer,Summer,Hockey Women's Hockey,Gold,22
26606,Milenko Topi,M,27,205,105,Serbia and Montenegro,1996 Summer,Summer,Basketball Men's Basketball,Silver,25
26607,Gelena Dmitriyevna Topilina,F,22,175,56,Russia,2016 Summer,Summer,Synchronized Swimming Women's Team,Gold,18
26608,"Miroslava ""Mirka"" Topinkov Knapkov",F,31,181,72,Czech Republic,2012 Summer,Summer,Rowing Women's Single Sculls,Gold,22
26609,Jenny Louise Topping,F,24,167,78,United States,2004 Summer,Summer,Softball Women's Softball,Gold,28
26610,Martin Emmett Toppino,M,23,171,68,United States,1932 Summer,Summer,Athletics Men's 4 x 100 metres Relay,Gold,23
26611,"Johannes Augustinus Petrus ""Jan"" Tops",M,31,175,87,Netherlands,1992 Summer,Summer,"Equestrianism Mixed Jumping, Team",Gold,28
26612,Stefan Petrov Topurov,M,24,158,66,Bulgaria,1988 Summer,Summer,Weightlifting Men's Featherweight,Silver,26
26613,Therese Elisabeth Torgersson,F,28,173,61,Sweden,2004 Summer,Summer,Sailing Women's Two Person Dinghy,Bronze,20
26614,Dmitry Nikolayevich Torgovanov,M,28,200,105,Russia,2000 Summer,Summer,Handball Men's Handball,Gold,26
26615,Dmitry Nikolayevich Torgovanov,M,32,200,105,Russia,2004 Summer,Summer,Handball Men's Handball,Bronze,26
26616,Jari Kaarlo Torkki,M,22,180,83,Finland,1988 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,26
26617,Nadezhda Viktorovna Torlopova,F,33,175,75,Russia,2012 Summer,Summer,Boxing Women's Middleweight,Silver,24
26618,Antti Ilari Trmnen,M,27,185,94,Finland,1998 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,27
26619,Jouko Sihveri Trmnen,M,25,173,65,Finland,1980 Winter,Winter,"Ski Jumping Men's Large Hill, Individual",Gold,22
26620,Yelena Andonisovna Tornikidu,F,27,185,73,Unified Team,1992 Summer,Summer,Basketball Women's Basketball,Gold,21
26621,Andrs Istvn Tr,M,20,178,69,Hungary,1960 Summer,Summer,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,22
26622,Cristian Isaac Toro Carballo,M,24,188,90,Spain,2016 Summer,Summer,"Canoeing Men's Kayak Doubles, 200 metres",Gold,25
26623,Sofia Toro Prieto-Puga,F,21,159,68,Spain,2012 Summer,Summer,Sailing Women's Three Person Keelboat,Gold,27
26624,Ferenc Trk,M,29,175,68,Hungary,1964 Summer,Summer,Modern Pentathlon Men's Individual,Gold,22
26625,Ferenc Trk,M,29,175,68,Hungary,1964 Summer,Summer,Modern Pentathlon Men's Team,Bronze,22
26626,Ferenc Trk,M,33,175,68,Hungary,1968 Summer,Summer,Modern Pentathlon Men's Team,Gold,22
26627,Gbor Trk,M,24,181,76,Hungary,1960 Summer,Summer,Football Men's Football,Bronze,23
26628,Gyula Trk,M,22,161,54,Hungary,1960 Summer,Summer,Boxing Men's Flyweight,Gold,21
26629,Ott Trk,M,26,178,68,Hungary,1964 Summer,Summer,Modern Pentathlon Men's Team,Bronze,21
26630,Oleksiy Pavlovych Torokhtiy,M,26,181,105,Ukraine,2012 Summer,Summer,Weightlifting Men's Heavyweight,Gold,32
26631,Davit Torosyan,M,25,158,51,Soviet Union,1976 Summer,Summer,Boxing Men's Flyweight,Bronze,20
26632,Gina Torrealva,F,26,175,59,Peru,1988 Summer,Summer,Volleyball Women's Volleyball,Silver,19
26633,"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,27,170,57,United States,1992 Summer,Summer,Athletics Women's 200 metres,Gold,20
26634,"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,27,170,57,United States,1992 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Gold,20
26635,"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,27,170,57,United States,1992 Summer,Summer,Athletics Women's 4 x 400 metres Relay,Silver,20
26636,"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,31,170,57,United States,1996 Summer,Summer,Athletics Women's 100 metres,Bronze,20
26637,"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,31,170,57,United States,1996 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Gold,20
26638,Alba Torrens Salom,F,26,195,80,Spain,2016 Summer,Summer,Basketball Women's Basketball,Silver,21
26639,Carlos Torrent Tarres,M,29,179,74,Spain,2004 Summer,Summer,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,23
26640,Aureliano Torres Romn,M,22,179,73,Paraguay,2004 Summer,Summer,Football Men's Football,Silver,23
26641,"Dara Grace Torres (-Hoffman, -Minas)",F,17,183,68,United States,1984 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,20
26642,"Dara Grace Torres (-Hoffman, -Minas)",F,21,183,68,United States,1988 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,20
26643,"Dara Grace Torres (-Hoffman, -Minas)",F,21,183,68,United States,1988 Summer,Summer,Swimming Women's 4 x 100 metres Medley Relay,Silver,20
26644,"Dara Grace Torres (-Hoffman, -Minas)",F,25,183,68,United States,1992 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,20
26645,"Dara Grace Torres (-Hoffman, -Minas)",F,33,183,68,United States,2000 Summer,Summer,Swimming Women's 50 metres Freestyle,Bronze,20
26646,"Dara Grace Torres (-Hoffman, -Minas)",F,33,183,68,United States,2000 Summer,Summer,Swimming Women's 100 metres Freestyle,Bronze,20
26647,"Dara Grace Torres (-Hoffman, -Minas)",F,33,183,68,United States,2000 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,20
26648,"Dara Grace Torres (-Hoffman, -Minas)",F,33,183,68,United States,2000 Summer,Summer,Swimming Women's 100 metres Butterfly,Bronze,20
26649,"Dara Grace Torres (-Hoffman, -Minas)",F,33,183,68,United States,2000 Summer,Summer,Swimming Women's 4 x 100 metres Medley Relay,Gold,20
26650,"Dara Grace Torres (-Hoffman, -Minas)",F,41,183,68,United States,2008 Summer,Summer,Swimming Women's 50 metres Freestyle,Silver,20
26651,"Dara Grace Torres (-Hoffman, -Minas)",F,41,183,68,United States,2008 Summer,Summer,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,20
26652,"Dara Grace Torres (-Hoffman, -Minas)",F,41,183,68,United States,2008 Summer,Summer,Swimming Women's 4 x 100 metres Medley Relay,Silver,20
26653,Jos Louis Torres,M,20,178,71,United States,1956 Summer,Summer,Boxing Men's Light-Middleweight,Silver,22
26654,Regla Radameris Torres Herrera,F,17,191,78,Cuba,1992 Summer,Summer,Volleyball Women's Volleyball,Gold,21
26655,Regla Radameris Torres Herrera,F,21,191,78,Cuba,1996 Summer,Summer,Volleyball Women's Volleyball,Gold,21
26656,Regla Radameris Torres Herrera,F,25,191,78,Cuba,2000 Summer,Summer,Volleyball Women's Volleyball,Gold,21
26657,Viktor Vasilyevich Torshin,M,24,173,73,Soviet Union,1972 Summer,Summer,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Bronze,24
26658,Tore Torvbrten,M,30,187,84,Norway,1998 Winter,Winter,Curling Men's Curling,Bronze,24
26659,Jayne Torvill (-Christensen),F,26,160,48,Great Britain-1,1984 Winter,Winter,Figure Skating Mixed Ice Dancing,Gold,19
26660,Jayne Torvill (-Christensen),F,36,160,48,Great Britain,1994 Winter,Winter,Figure Skating Mixed Ice Dancing,Bronze,19
26661,Eri Tosaka,F,22,152,48,Japan,2016 Summer,Summer,"Wrestling Women's Flyweight, Freestyle",Gold,21
26662,Giuseppe Tosi,M,32,193,125,Italy,1948 Summer,Summer,Athletics Men's Discus Throw,Silver,34
26663,Dvid Tth,M,27,181,81,Hungary,2012 Summer,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,25
26664,Gza Tth,M,32,172,85,Hungary,1964 Summer,Summer,Weightlifting Men's Light-Heavyweight,Silver,29
26665,Gyula Tth,M,29,162,67,Hungary,1956 Summer,Summer,"Wrestling Men's Lightweight, Greco-Roman",Bronze,26
26666,Istvn Tth,M,28,168,62,Hungary,1980 Summer,Summer,"Wrestling Men's Featherweight, Greco-Roman",Silver,22
26667,Klmn Tth,M,28,170,65,Hungary,1972 Summer,Summer,Football Men's Football,Silver,22
26668,Matej Tth,M,33,185,73,Slovakia,2016 Summer,Summer,Athletics Men's 50 kilometres Walk,Gold,21
26669,Nomi Tth,F,28,180,67,Italy,2004 Summer,Summer,Water Polo Women's Water Polo,Gold,21
26670,Borbla Tth Harsnyi,F,29,186,78,Hungary,1976 Summer,Summer,Handball Women's Handball,Bronze,23
26671,Katalin Tth Harsnyi-Laki,F,28,180,75,Hungary,1976 Summer,Summer,Handball Women's Handball,Bronze,23
26672,Tatyana Ivanovna Totmyanina,F,24,160,44,Russia-1,2006 Winter,Winter,Figure Skating Mixed Pairs,Gold,17
26673,Gbor Totola,M,18,199,95,Hungary,1992 Summer,Summer,"Fencing Men's epee, Team",Silver,24
26674,Rustam Stanislavovich Totrov,M,28,172,96,Russia,2012 Summer,Summer,"Wrestling Men's Heavyweight, Greco-Roman",Silver,32
26675,Brigitte Totschnig (-Habersatter),F,21,165,58,Austria,1976 Winter,Winter,Alpine Skiing Women's Downhill,Silver,21
26676,Radek oupal,M,25,181,77,Czechoslovakia,1992 Winter,Winter,Ice Hockey Men's Ice Hockey,Bronze,24
26677,Josephine Maria Touray,F,24,165,57,Denmark,2004 Summer,Summer,Handball Women's Handball,Gold,21
26678,Jos Bassidiki Tour,M,23,182,76,France,1984 Summer,Summer,Football Men's Football,Gold,23
26679,"Khuloud ""Loudy"" Tourky-Wiggins",F,21,147,45,Australia,2000 Summer,Summer,Diving Women's Synchronized Platform,Bronze,21
26680,"Khuloud ""Loudy"" Tourky-Wiggins",F,25,147,45,Australia,2004 Summer,Summer,Diving Women's Platform,Bronze,21
26681,Arnaud Pierre Armand Tournant,M,22,180,80,France,2000 Summer,Summer,Cycling Men's Team Sprint,Gold,25
26682,Arnaud Pierre Armand Tournant,M,26,180,80,France,2004 Summer,Summer,"Cycling Men's 1,000 metres Time Trial",Silver,25
26683,Arnaud Pierre Armand Tournant,M,26,180,80,France,2004 Summer,Summer,Cycling Men's Team Sprint,Bronze,25
26684,Arnaud Pierre Armand Tournant,M,30,180,80,France,2008 Summer,Summer,Cycling Men's Team Sprint,Silver,25
26685,Pascal Andr Jean Touron,M,27,176,70,France,2000 Summer,Summer,Rowing Men's Lightweight Double Sculls,Bronze,23
26686,Pascal Andr Jean Touron,M,31,176,70,France,2004 Summer,Summer,Rowing Men's Lightweight Double Sculls,Silver,23
26687,Cheryl Renee Toussaint (-Eason),F,19,170,54,United States,1972 Summer,Summer,Athletics Women's 4 x 400 metres Relay,Silver,19
26688,Daphne Touw,F,30,168,80,Netherlands,2000 Summer,Summer,Hockey Women's Hockey,Bronze,28
26689,Damien Michel Touya,M,21,185,80,France,1996 Summer,Summer,"Fencing Men's Sabre, Individual",Bronze,23
26690,Damien Michel Touya,M,25,185,80,France,2000 Summer,Summer,"Fencing Men's Sabre, Team",Silver,23
26691,Damien Michel Touya,M,29,185,80,France,2004 Summer,Summer,"Fencing Men's Sabre, Team",Gold,23
26692,Gal Touya,M,30,184,76,France,2004 Summer,Summer,"Fencing Men's Sabre, Team",Gold,22
26693,Nicolas Jean Denis Touzaint,M,24,174,60,France,2004 Summer,Summer,"Equestrianism Mixed Three-Day Event, Team",Gold,20
26694,Scott Joseph Touzinsky,M,26,198,86,United States,2008 Summer,Summer,Volleyball Men's Volleyball,Gold,22
26695,Yevheniya Ivanivna Tovstohan,F,23,186,82,Soviet Union,1988 Summer,Summer,Handball Women's Handball,Bronze,24
26696,Harold William Tower,M,21,188,82,United States,1932 Summer,Summer,Rowing Men's Coxed Eights,Gold,23
26697,Julie Gail Towers (-Richardson),F,23,165,62,Australia,2000 Summer,Summer,Hockey Women's Hockey,Gold,23
26698,Forrest Grady Towns,M,22,188,75,United States,1936 Summer,Summer,Athletics Men's 110 metres Hurdles,Gold,21
26699,Darian Roy Townsend,M,19,195,87,South Africa,2004 Summer,Summer,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,23
26700,David G. H. Townsend,M,24,192,89,Great Britain,1980 Summer,Summer,Rowing Men's Coxless Fours,Bronze,24
26701,"Robert Edward ""Ed"" Townsend, Jr.",M,21,193,89,United States,1964 Summer,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,24
26702,Susannah Townsend,F,27,168,61,Great Britain,2016 Summer,Summer,Hockey Women's Hockey,Gold,22
26703,Jacqueline Afine Toxopeus,F,31,169,65,Netherlands,1996 Summer,Summer,Hockey Women's Hockey,Bronze,23
26704,Roberto Tozzi,M,21,180,72,Italy,1980 Summer,Summer,Athletics Men's 4 x 400 metres Relay,Bronze,22
26705,Anne Tnnessen,F,26,164,64,Norway,2000 Summer,Summer,Football Women's Football,Gold,24
26706,Kari Traa,F,24,168,65,Norway,1998 Winter,Winter,Freestyle Skiing Women's Moguls,Bronze,23
26707,Kari Traa,F,28,168,65,Norway,2002 Winter,Winter,Freestyle Skiing Women's Moguls,Gold,23
26708,Kari Traa,F,32,168,65,Norway,2006 Winter,Winter,Freestyle Skiing Women's Moguls,Silver,23
26709,Jzef Tracz,M,24,176,73,Poland,1988 Summer,Summer,"Wrestling Men's Welterweight, Greco-Roman",Bronze,24
26710,Jzef Tracz,M,27,176,73,Poland,1992 Summer,Summer,"Wrestling Men's Welterweight, Greco-Roman",Silver,24
26711,Jzef Tracz,M,31,176,73,Poland,1996 Summer,Summer,"Wrestling Men's Welterweight, Greco-Roman",Bronze,24
26712,Stphane Andr Michel Traineau,M,29,192,98,France,1996 Summer,Summer,Judo Men's Half-Heavyweight,Bronze,27
26713,Stphane Andr Michel Traineau,M,33,192,98,France,2000 Summer,Summer,Judo Men's Half-Heavyweight,Bronze,27
26714,"Kenneth ""Ken"" Tralnberg",M,45,175,88,Canada,2002 Winter,Winter,Curling Men's Curling,Silver,29
26715,Lucas Tramr,M,26,183,75,Switzerland,2016 Summer,Summer,Rowing Men's Lightweight Coxless Fours,Gold,22
26716,Terrence R. Trammell,M,21,188,84,United States,2000 Summer,Summer,Athletics Men's 110 metres Hurdles,Silver,24
26717,Terrence R. Trammell,M,25,188,84,United States,2004 Summer,Summer,Athletics Men's 110 metres Hurdles,Silver,24
26718,Trn Hiu Ngn,F,26,157,47,Vietnam,2000 Summer,Summer,Taekwondo Women's Featherweight,Silver,19
26719,Igor Leonidovich Trandenkov,M,25,191,80,Unified Team,1992 Summer,Summer,Athletics Men's Pole Vault,Silver,22
26720,Igor Leonidovich Trandenkov,M,29,191,80,Russia,1996 Summer,Summer,Athletics Men's Pole Vault,Silver,22
26721,Marina Yevgenyevna Trandenkova (Krivosheina-),F,25,170,60,Unified Team,1992 Summer,Summer,Athletics Women's 4 x 100 metres Relay,Silver,21
26722,Maksim Leonidovich Trankov,M,30,187,77,Russia-1,2014 Winter,Winter,Figure Skating Mixed Pairs,Gold,22
26723,Maksim Leonidovich Trankov,M,30,187,77,Russia,2014 Winter,Winter,Figure Skating Mixed Team,Gold,22
26724,Livio Trap,M,23,180,75,Italy,1960 Summer,Summer,"Cycling Men's Road Race, Individual",Silver,23
26725,Livio Trap,M,23,180,75,Italy,1960 Summer,Summer,Cycling Men's 100 kilometres Team Time Trial,Gold,23
26726,"Stephen Patrick ""Steve"" Trapmore",M,25,192,90,Great Britain,2000 Summer,Summer,Rowing Men's Coxed Eights,Gold,24
26727,Mrioara Trac (-Curelea),F,21,172,68,Romania,1984 Summer,Summer,Rowing Women's Coxed Eights,Silver,23
26728,Mrioara Trac (-Curelea),F,25,172,68,Romania,1988 Summer,Summer,Rowing Women's Coxed Fours,Bronze,23
26729,Mrioara Trac (-Curelea),F,25,172,68,Romania,1988 Summer,Summer,Rowing Women's Coxed Eights,Silver,23
26730,Keith Charles Trask,M,23,190,95,New Zealand,1984 Summer,Summer,Rowing Men's Coxless Fours,Gold,26
26731,Christine S.  Traurig,F,43,178,58,United States,2000 Summer,Summer,"Equestrianism Mixed Dressage, Team",Bronze,18
26732,Richard Trautmann,M,23,168,65,Germany,1992 Summer,Summer,Judo Men's Extra-Lightweight,Bronze,23
26733,Richard Trautmann,M,27,168,65,Germany,1996 Summer,Summer,Judo Men's Extra-Lightweight,Bronze,23
26734,"Andreas ""Traudl"" Trautmann",M,21,184,78,East Germany,1980 Summer,Summer,Football Men's Football,Silver,23
26735,Lucia Traversa,F,23,168,62,Italy,1988 Summer,Summer,"Fencing Women's Foil, Team",Silver,22
26736,Dragan Travica,M,25,200,94,Italy,2012 Summer,Summer,Volleyball Men's Volleyball,Bronze,24
26737,Aleksandr Konstantinovich Travin,M,27,188,85,Soviet Union,1964 Summer,Summer,Basketball Men's Basketball,Silver,24
26738,Petar Trbojevi,M,27,197,94,Serbia and Montenegro,2000 Summer,Summer,Water Polo Men's Water Polo,Bronze,24
26739,Petar Trbojevi,M,30,197,94,Serbia and Montenegro,2004 Summer,Summer,Water Polo Men's Water Polo,Silver,24
26740,John Treacy,M,27,175,59,Ireland,1984 Summer,Summer,Athletics Men's Marathon,Silver,19
26741,Henryk Trbicki,M,27,159,56,Poland,1968 Summer,Summer,Weightlifting Men's Bantamweight,Bronze,22
26742,Luk Trefil,M,23,187,90,Czech Republic,2012 Summer,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,26
26743,Luk Trefil,M,27,187,90,Czech Republic,2016 Summer,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,26
26744,Andrey Viktorovich Trefilov,M,22,183,79,Unified Team,1992 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,24
26745,Andrey Viktorovich Trefilov,M,28,183,79,Russia,1998 Winter,Winter,Ice Hockey Men's Ice Hockey,Silver,24
26746,Ivan Sergeyevich Tregubov,M,26,185,83,Soviet Union,1956 Winter,Winter,Ice Hockey Men's Ice Hockey,Gold,24
26747,Elizabeth Jane Tregunno (-Stamp),F,22,185,68,Canada,1984 Summer,Summer,Rowing Women's Coxed Fours,Silver,20
26748,Birgit Treiber (-Beinroth),F,16,172,66,East Germany,1976 Summer,Summer,Swimming Women's 100 metres Backstroke,Silver,22
26749,Birgit Treiber (-Beinroth),F,16,172,66,East Germany,1976 Summer,Summer,Swimming Women's 200 metres Backstroke,Silver,22
26750,Birgit Treiber (-Beinroth),F,16,172,66,East Germany,1976 Summer,Summer,Swimming Women's 4 x 100 metres Medley Relay,Gold,22
26751,Birgit Treiber (-Beinroth),F,20,172,66,East Germany,1980 Summer,Summer,Swimming Women's 200 metres Backstroke,Bronze,22
26752,Franois-Louis Tremblay,M,21,173,73,Canada,2002 Winter,Winter,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,24
26753,Franois-Louis Tremblay,M,25,173,73,Canada,2006 Winter,Winter,Short Track Speed Skating Men's 500 metres,Silver,24
